Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
174,2,19,3,57,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",hesignedtheleastinhisfirstyearinoffice,PresidentTrumpsignedthemostlegislationinhisfirstyear,1,2,4,1
174,2,19,3,58,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,36,,,1,6,2
174,2,19,3,59,Changed_R,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,itchangedby18,,,E,4,2
174,2,19,3,60,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,2018,1,2,6,1
175,3,19,3,1,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",JoeBiden,JoeBiden,E,E,4,1
175,3,19,3,2,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,24million,Amountofaid,E,E,1,1
175,3,19,3,3,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,Recession,Whatcausedthespikeitwasnotpoorleadership,1,2,5,1
175,3,19,3,4,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,25,originallysaid40,E,E,5,1
175,3,19,3,5,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,PlannedParrenthoodandNRA,Saidtheydidnotgivediscounts,2,E,3,1
175,3,19,3,6,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Vaccinesdonotcauseautism,Fluvaccinecancauseautism,1,2,6,1
175,3,19,3,7,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,0,B,2,2,1
175,3,19,3,8,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Topreventwhiplash,,,2,6,2
175,3,19,3,9,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Theyhaventreievedaraise,Yearwaschanged,E,E,4,1
175,3,19,3,10,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,Thepercentagechangednotsurebyhowmuch,E,2,4,1
175,3,19,3,11,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,Originallysaidwindenergyleavesaargercarbonfootprint,1,2,3,1
175,3,19,3,12,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,9,,,E,1,2
175,3,19,3,13,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Heisunlikelytorun,Fistsaidhewouldrun,1,2,4,1
175,3,19,3,14,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,,,2,4,2
175,3,19,3,15,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1million,Frstsaid4million,E,2,3,1
175,3,19,3,16,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Milk,,,E,1,2
175,3,19,3,17,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Autoimmunedisorders,Originallysaidmilaria,,2,4,1
175,3,19,3,18,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",NoonehassignedthatlittlesinceWWII,0,B,2,5,1
175,3,19,3,19,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,,,2,3,2
175,3,19,3,20,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Governmentslackofaccknowledginganoutbreak,,,2,2,2
175,3,19,3,21,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccine,,,2,6,2
175,3,19,3,22,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Dropped25,0,B,E,2,1
175,3,19,3,23,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,,,2,3,2
175,3,19,3,24,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,OriginallysaidTrump,1,2,4,1
175,3,19,3,25,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Cutfunding,,,2,3,2
175,3,19,3,26,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,21,,,E,1,2
175,3,19,3,27,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Thingslikemedicade,0,B,2,3,1
175,3,19,3,28,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,,,2,5,2
175,3,19,3,29,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1999,,,E,1,2
175,3,19,3,30,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Byhittingfakepedestrians,Originallysaidtheydropabowlingballonthem,1,2,3,1
175,3,19,3,31,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,,2,2,2
175,3,19,3,32,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,,2,1,2
175,3,19,3,33,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Protested,,,2,3,2
175,3,19,3,34,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,46,Originallysiadithasnotdroppedbelow,1,E,2,1
175,3,19,3,35,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,,2,4,2
175,3,19,3,36,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,40,,,E,1,2
175,3,19,3,37,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,FirstsaidObama,1,2,3,1
175,3,19,3,38,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,Firstsaid2017,1,2,3,1
175,3,19,3,39,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,Frstsaidamuchlowernmber,E,2,3,1
175,3,19,3,40,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,,2,4,2
175,3,19,3,41,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,10million,firstsaid34milion,1,2,1,1
175,3,19,3,42,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,iftheyhaveawarrant,Firstsaidtheycouldtakeatanytime,1,2,4,1
175,3,19,3,43,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,3,2
175,3,19,3,44,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Trump,,,E,5,2
175,3,19,3,45,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Astroid,Firstsaidamoon,1,2,4,1
175,3,19,3,46,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,Clinton,Firstsaidtrump,1,2,2,1
175,3,19,3,47,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,4,2
175,3,19,3,48,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",More,,,2,6,2
175,3,19,3,49,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Cities,,,2,4,2
175,3,19,3,50,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,,firstsaidcolethenwind,E,B,5,1
175,3,19,3,51,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympic,FIrstsaidNBAthenolympic,E,2,5,1
175,3,19,3,52,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthenhalf,firstsaidmoretanhalf,1,2,4,1
175,3,19,3,53,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,Firstsaidjustolderpeople,1,2,4,1
175,3,19,3,54,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,protest,,,2,3,2
175,3,19,3,55,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,,,2,2,2
175,3,19,3,56,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,Firstsaid2milliondollarsthen2dollars,1,2,2,1
175,3,19,3,57,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,moremoneyisfavoredtocertaindistricts,,,2,4,2
175,3,19,3,58,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Foundnone,,,2,5,2
175,3,19,3,59,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,Firstsaid30,E,2,4,1
175,3,19,3,60,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,doesnotmakeupforhowfasttheiceismelting,Firstsaidtheopposite,E,2,4,1
176,4,18,3,1,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,61,,,2,4,2
176,4,18,3,2,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,,,2,3,2
176,4,18,3,3,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,60areunabetoread,2,2,5,1
176,4,18,3,4,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Byasimulationhittingapedestrian,Theyweretestedbydroppingbowlingballs,1,2,5,1
176,4,18,3,5,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,25,,,E,4,2
176,4,18,3,6,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",FewerthananyotherpresidentsinceWorldWarII,,,2,5,2
176,4,18,3,7,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,,2,6,2
176,4,18,3,8,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,250000,,,E,5,2
176,4,18,3,9,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Toprotestagainstchildrenbeingseperatedfromtheirparents,,,2,3,2
176,4,18,3,10,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,,2,5,2
176,4,18,3,11,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Socilprogramssuchasmedicare,MilitaryprogramsandWaronTerror,1,2,5,1
176,4,18,3,12,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,BillClinton,,,2,3,2
176,4,18,3,13,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Thesurplus,Theyplacea270tariffonallAmericandairyproducts,1,2,4,1
176,4,18,3,14,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,3,2
176,4,18,3,15,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Thesnowwontstoptheicefrommelting,,,2,3,2
176,4,18,3,16,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Forpreventwhiplash,Tobreakawindow,1,2,4,1
176,4,18,3,17,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,,2,3,2
176,4,18,3,18,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Vaccinesdonotcauseautism,,,2,5,2
176,4,18,3,19,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,1,2,5,1
176,4,18,3,20,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,32million,,,1,4,2
176,4,18,3,21,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,Trump,1,2,5,1
176,4,18,3,22,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Oil,,,E,4,2
176,4,18,3,23,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Noproofofit,,,2,4,2
176,4,18,3,24,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Autoimmuneillness,0,B,2,4,1
176,4,18,3,25,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329,,,2,3,2
176,4,18,3,26,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Iftheyaquireawarrant,Theycanconfiscateitatanytime,1,2,6,1
176,4,18,3,27,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccines,Stayinghydrated,1,2,6,1
176,4,18,3,28,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2million,1,2,2,1
176,4,18,3,29,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,,,2,5,2
176,4,18,3,30,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,50,1,2,3,1
176,4,18,3,31,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,prochoiceuntilrecently,1,2,3,1
